fid,type,sub_type,name,source,global_id,label,province,prov_code,district,distr_code,lat,long,data_year,geometry
565,Health Facility,Clinic,Mawlaick Zccf Kitwe Camp Clinic,MOH,{3FCAC8F5-F4BA-4DD9-8B68-70119153D36F},Mawlaick Zccf Kitwe Camp Clinic,Copperbelt,102,Kitwe,102004,-12.8102669999,28.222164,2017-2018,"c(28.2221639999687, -12.8102669999221)"
566,Health Facility,Health Center,Mindolo 1 HC,MOH,{4EFDD760-3501-436B-A34F-8F41CCA31276},Mindolo 1 HC,Copperbelt,102,Kitwe,102004,-12.7884900002,28.1807919996,2017-2018,"c(28.1807919995512, -12.7884900002133)"
567,Health Facility,Rural Health Post,Misaka RHP,MOH,{3A119502-24B2-4D8E-A0D3-658CB4451AB3},Misaka RHP,Copperbelt,102,Ndola,102010,-12.8533429998,28.4020310001,2017-2018,"c(28.4020310001306, -12.8533429997796)"
568,Health Facility,Health Center,Miseshi HC,MOH,{82962667-D904-44F3-A57F-F7C0D9EBC860},Miseshi HC,Copperbelt,102,Kitwe,102004,-12.7983950001,28.1910919997,2017-2018,"c(28.1910919996961, -12.7983950001291)"
569,Health Facility,Health Center,Mulenga HC,MOH,{D343D8D5-3515-4FE6-BB51-B09D439E470D},Mulenga HC,Copperbelt,102,Kitwe,102004,-12.8661260002,28.2433880003,2017-2018,"c(28.2433880002561, -12.8661260002147)"
570,Health Facility,Health Center,Mwaiseni HC,MOH,{0BAA2EA5-77E7-4FC2-8FDE-EDF0DB6A7108},Mwaiseni HC,Copperbelt,102,Kitwe,102004,-12.823608,28.2486009996,2017-2018,"c(28.2486009996365, -12.8236080000091)"
571,Health Facility,Health Center,Mwekera HC,MOH,{060CF669-1FCC-4078-A7CB-3D16AC1DC9EC},Mwekera HC,Copperbelt,102,Kitwe,102004,-12.8550140004,28.356335,2017-2018,"c(28.3563349999603, -12.8550140003958)"
572,Health Facility,Health Center,Ndeke HC,MOH,{18F31AC1-B167-44AE-B401-A84D46A568BF},Ndeke HC,Copperbelt,102,Kitwe,102004,-12.8525500001,28.2372309996,2017-2018,"c(28.237230999611, -12.8525500000824)"
573,Health Facility,Hospital,Ndeke Village UHC,MOH,{61B90B54-1D46-4DED-A1CF-C2EC6893EBFA},Ndeke Village UHC,Copperbelt,102,Kitwe,102004,-12.8381590001,28.2465110004,2017-2018,"c(28.2465110003824, -12.8381590001377)"
574,Health Facility,Health Center,Nkana East HC,MOH,{D45AE0FB-28ED-4D41-BD57-6D057F129664},Nkana East HC,Copperbelt,102,Kitwe,102004,-12.8227609996,28.2294319997,2017-2018,"c(28.2294319996871, -12.8227609996204)"
575,Health Facility,Health Center,Riverside HC,MOH,{C80D5ADC-5EAE-4EBC-A5C8-7B7B0009865A},Riverside HC,Copperbelt,102,Kitwe,102004,-12.7920899999,28.2399590004,2017-2018,"c(28.2399590004076, -12.7920899998535)"
576,Health Facility,Health Center,Twatasha HC,MOH,{250B3847-8ABA-434F-86CE-4BE1A6CCD70A},Twatasha HC,Copperbelt,102,Kitwe,102004,-12.7569239996,28.1913509999,2017-2018,"c(28.1913509999487, -12.7569239996428)"
577,Health Facility,Health Center,Wusakile Grz HC,MOH,{A16A56D3-1481-4E8D-8B36-A7F4E79B5DC7},Wusakile Grz HC,Copperbelt,102,Kitwe,102004,-12.852763,28.218283,2017-2018,"c(28.2182829999605, -12.8527630000124)"
578,Health Facility,Health Center,Zamtan HC,MOH,{073A4F9D-9782-4869-8833-D252FB633BDF},Zamtan HC,Copperbelt,102,Kitwe,102004,-12.8746510003,28.2843669996,2017-2018,"c(28.2843669996374, -12.8746510003434)"
579,Health Facility,Health Center,Zns Kitwe Camp HC,MOH,{D96C3FE5-D508-43B6-B026-094B2A453B47},Zns Kitwe Camp HC,Copperbelt,102,Kitwe,102004,-12.9417130002,28.2186030003,2017-2018,"c(28.2186030003282, -12.9417130001548)"
580,Health Facility,Rural Health Post,Kamfinsa Prison Clinic RHP,MOH,{A5C56ED6-98C6-4E2D-93F0-13C7A4D25EB3},Kamfinsa Prison Clinic RHP,Copperbelt,102,Kitwe,102004,-12.8742479997,28.3404559997,2017-2018,"c(28.3404559997446, -12.8742479997454)"
581,Health Facility,Health Center,Allessandros HC,MOH,{9A64AF34-E868-4458-8580-646D26B237CD},Allessandros HC,Copperbelt,102,Luanshya,102005,-13.1500120003,28.4418799996,2017-2018,"c(28.4418799995624, -13.1500120002536)"
582,Health Facility,Health Center,Chaisa HC,MOH,{442B6066-FA40-4F61-87CA-4000EE2F22D3},Chaisa HC,Copperbelt,102,Luanshya,102005,-13.1280120002,28.363864,2017-2018,"c(28.3638640000236, -13.1280120001537)"
583,Health Facility,Health Center,Chilabula HC,MOH,{CA83602C-C9B3-4DBD-A90B-6F542D1EF231},Chilabula HC,Copperbelt,102,Luanshya,102005,-13.2008530003,28.370807,2017-2018,"c(28.370807000043, -13.2008530002657)"
584,Health Facility,Health Center,Fisenge HC,MOH,{7D1CCFF5-93F0-4D66-A536-A41933E4D7C5},Fisenge HC,Copperbelt,102,Luanshya,102005,-13.0686799998,28.4651390002,2017-2018,"c(28.4651390001648, -13.0686799997821)"
585,Health Facility,Health Center,Franco HC,MOH,{9B51BD25-0FF7-4F4F-9406-EFBF16C90739},Franco HC,Copperbelt,102,Luanshya,102005,-13.1626080002,28.4327569997,2017-2018,"c(28.4327569997358, -13.162608000159)"
586,Health Facility,Health Center,Kafubu Block HC,MOH,{536476D6-31DA-4A3A-A806-5C55A16365CE},Kafubu Block HC,Copperbelt,102,Luanshya,102005,-13.1526080004,28.5327100001,2017-2018,"c(28.5327100000665, -13.1526080003589)"
587,Health Facility,Rural Health Post,Kampelembe RHP,MOH,{F5954C09-C65F-4ACB-8FD3-8280DE6AD07E},Kampelembe RHP,Copperbelt,102,Luanshya,102005,-13.1266890003,28.2452889998,2017-2018,"c(28.2452889997875, -13.1266890002971)"
588,Health Facility,Rural Health Post,Kapenda RHP,MOH,{680ED6DB-75ED-45F5-A34C-9F8A532D8B4C},Kapenda RHP,Copperbelt,102,Luanshya,102005,-13.1236569999,28.482227000400002,2017-2018,"c(28.4822270003758, -13.1236569998706)"
589,Health Facility,Health Post,Kapupulu Chawama HP,MOH,{8AB74697-5145-4231-96CD-72091FF7CFA1},Kapupulu Chawama HP,Copperbelt,102,Luanshya,102005,-13.0485119996,28.415992,2017-2018,"c(28.4159920000308, -13.0485119996291)"
590,Health Facility,Rural Health Post,Kasongo RHP,MOH,{A69A0CE4-DCA4-4E41-9E82-E9FFAD27A350},Kasongo RHP,Copperbelt,102,Luanshya,102005,-13.0373530003,28.5232089999,2017-2018,"c(28.5232089998955, -13.0373530003407)"
591,Health Facility,Health Center,Kawama HC (Lua),MOH,{FABF870F-8B2A-4284-8A18-F55ABFD0EA73},Kawama HC (Lua),Copperbelt,102,Luanshya,102005,-13.1210920003,28.3101899998,2017-2018,"c(28.3101899997687, -13.1210920002955)"
592,Health Facility,Health Center,Main HC,MOH,{733B0725-5BC3-47E3-95A0-CA5DD41E0173},Main HC,Copperbelt,102,Luanshya,102005,-13.139417,28.4196050003,2017-2018,"c(28.4196050002706, -13.1394169999945)"
593,Health Facility,Health Center,Malaika Clinic HC,MOH,{BB8A2C03-6894-4E1E-B552-0DE57A1689CE},Malaika Clinic HC,Copperbelt,102,Luanshya,102005,-13.1805249999,28.4112429996,2017-2018,"c(28.4112429995648, -13.1805249999288)"
594,Health Facility,Rural Health Post,Mansansa RHP,MOH,{93B08C68-5F48-4C6D-87E1-01AFB23822B1},Mansansa RHP,Copperbelt,102,Luanshya,102005,-13.0136390003,28.4929389997,2017-2018,"c(28.4929389997351, -13.0136390003395)"
595,Health Facility,Rural Health Post,Maposa RHP,MOH,{BE6BD402-B655-48D5-B5AA-37D776F9E323},Maposa RHP,Copperbelt,102,Luanshya,102005,-12.9994570001,28.3955069996,2017-2018,"c(28.3955069996484, -12.9994570001404)"
596,Health Facility,Health Center,Mikomfwa HC,MOH,{37C9CFE1-8313-4D8A-A268-477F7271066C},Mikomfwa HC,Copperbelt,102,Luanshya,102005,-13.1540339996,28.4201510003,2017-2018,"c(28.4201510002685, -13.1540339995694)"
597,Health Facility,Health Center,Mikomfwa Urban Clinic HC,MOH,{C8C3EF86-35E3-4002-B0F4-357E01F7414B},Mikomfwa Urban Clinic HC,Copperbelt,102,Luanshya,102005,-13.1493979998,28.4243670004,2017-2018,"c(28.4243670004367, -13.1493979998178)"
598,Health Facility,Health Center,New Town Clinic HC,MOH,{47C60F29-9843-4E44-8536-BF40C8FB3C03},New Town Clinic HC,Copperbelt,102,Luanshya,102005,-13.1148939996,28.4047749999,2017-2018,"c(28.4047749998664, -13.1148939995584)"
599,Health Facility,Rural Health Post,Nkulumashiba RHP,MOH,{60643F3E-92F9-4B78-A4B7-93AAE0A06DF6},Nkulumashiba RHP,Copperbelt,102,Luanshya,102005,-13.1046550004,28.206017,2017-2018,"c(28.2060169999846, -13.1046550004279)"
600,Health Facility,Health Post,Poleline HP,MOH,{AF6A1AE6-5C32-48DE-8A10-E9B2648D20C7},Poleline HP,Copperbelt,102,Luanshya,102005,-13.0083639999,28.4464109999,2017-2018,"c(28.4464109998678, -13.0083639998986)"
601,Health Facility,Hospital,Roan Antelope Gen Hospital,MOH,{7EABB7A9-C454-4736-9EFF-C6432823A871},Roan Antelope Gen Hospital,Copperbelt,102,Luanshya,102005,-13.1366039998,28.3881270002,2017-2018,"c(28.388127000161, -13.1366039997747)"
602,Health Facility,Health Center,Roan Section 25 HC,MOH,{907F2581-4B72-4669-9FA9-4C26451BB1D1},Roan Section 25 HC,Copperbelt,102,Luanshya,102005,-13.1097430003,28.3177850002,2017-2018,"c(28.3177850001777, -13.1097430003392)"
603,Health Facility,Hospital,Thomson Dis Hospital,MOH,{8B2B9448-FF54-4F90-8810-DF162E049F96},Thomson Dis Hospital,Copperbelt,102,Luanshya,102005,-13.1404330001,28.4302170004,2017-2018,"c(28.4302170004143, -13.1404330000829)"
604,Health Facility,Health Center,Tvtc HC,MOH,{BFC32FF3-5235-4B9E-BC1F-F92B06782FC9},Tvtc HC,Copperbelt,102,Luanshya,102005,-13.1256999997,28.4296640001,2017-2018,"c(28.4296640000936, -13.1256999996552)"
605,Health Facility,Rural Health Center,Kapupulu RHC,MOH,{A6DC4681-5D31-4701-8A75-0CF222EC2F03},Kapupulu RHC,Copperbelt,102,Luanshya,102005,-13.0778190003,28.403334,2017-2018,"c(28.4033339999642, -13.0778190003466)"
606,Health Facility,Rural Health Center,Bulaya RHC,MOH,{DA9519D1-270F-4C86-A016-75099942AD71},Bulaya RHC,Copperbelt,102,Lufwanyama,102006,-12.9571489997,28.1464349998,2017-2018,"c(28.1464349997755, -12.9571489997265)"
607,Health Facility,Rural Health Post,Chantete RHP,MOH,{F7AB593A-5241-4437-9A03-73758472C69A},Chantete RHP,Copperbelt,102,Lufwanyama,102006,-12.9960519996,28.0471119997,2017-2018,"c(28.047111999719, -12.9960519996001)"
608,Health Facility,Rural Health Center,Chikabuke RHC,MOH,{E691D179-D0B0-4B86-B081-C9762A29E89B},Chikabuke RHC,Copperbelt,102,Lufwanyama,102006,-13.1357869999,27.7201240004,2017-2018,"c(27.7201240004223, -13.1357869998701)"
609,Health Facility,Rural Health Center,Chinemu RHC,MOH,{95A6B192-99C5-43CA-936C-B66B708821B3},Chinemu RHC,Copperbelt,102,Lufwanyama,102006,-12.7035050004,27.4960080003,2017-2018,"c(27.4960080002691, -12.7035050003554)"
610,Health Facility,Rural Health Center,Fungulwe RHC,MOH,{76856B3F-E556-4183-A96A-CD8E3939B028},Fungulwe RHC,Copperbelt,102,Lufwanyama,102006,-13.18193,27.4509519999,2017-2018,"c(27.4509519999349, -13.1819299999695)"
611,Health Facility,Rural Health Center,Kamakanga RHC,MOH,{53CDDA26-AFC1-4671-9D6D-C00ADE939240},Kamakanga RHC,Copperbelt,102,Lufwanyama,102006,-13.1081929999,28.0918820004,2017-2018,"c(28.0918820003541, -13.108192999907)"
612,Health Facility,Rural Health Post,Kansanta RHP,MOH,{AA6FC027-3958-470C-B371-AEAB8E010867},Kansanta RHP,Copperbelt,102,Lufwanyama,102006,-12.5753069997,27.4742299996,2017-2018,"c(27.4742299996149, -12.5753069997182)"
613,Health Facility,Rural Health Post,Kansoka RHP,MOH,{A584B7B8-4231-4325-B04F-DA634827409E},Kansoka RHP,Copperbelt,102,Lufwanyama,102006,-12.6307109997,27.7026199999,2017-2018,"c(27.7026199999131, -12.6307109997128)"
614,Health Facility,Rural Health Post,Kapilamikwa RHP,MOH,{E10AD266-1868-4D29-8697-B8E30E0A5B3B},Kapilamikwa RHP,Copperbelt,102,Lufwanyama,102006,-12.9249260003,27.514432,2017-2018,"c(27.5144320000368, -12.9249260003346)"
615,Health Facility,Hospital,Lufwanyama District Hospital,MOH,{01201E59-4266-4676-BB7B-23E3F558270D},Lufwanyama District Hospital,Copperbelt,102,Lufwanyama,102006,-12.8586340001,27.6366849999,2017-2018,"c(27.6366849999129, -12.858634000059)"
616,Health Facility,Rural Health Center,Lumpuma RHC,MOH,{99C22C01-6769-443C-A0C7-18A0086C10B4},Lumpuma RHC,Copperbelt,102,Lufwanyama,102006,-13.1260739998,27.9121439998,2017-2018,"c(27.9121439998457, -13.1260739998152)"
617,Health Facility,Rural Health Post,Lumwana RHP,MOH,{4EDB36DB-8669-4D53-8866-49F2FB06ED20},Lumwana RHP,Copperbelt,102,Lufwanyama,102006,-12.9511849999,27.2379479996,2017-2018,"c(27.2379479996006, -12.9511849998878)"
618,Health Facility,Rural Health Post,Mbalango RHP,MOH,{1B7A2D9F-F102-48E7-9DEC-C11023390973},Mbalango RHP,Copperbelt,102,Lufwanyama,102006,-12.8112389998,27.5283570001,2017-2018,"c(27.5283570000755, -12.81123899978)"
619,Health Facility,Rural Health Post,Mibenge RHP,MOH,{D61C4E70-7988-4258-AE93-55C5EF542FB5},Mibenge RHP,Copperbelt,102,Lufwanyama,102006,-12.9682649997,27.9106500002,2017-2018,"c(27.9106500001974, -12.9682649997299)"
620,Health Facility,Rural Health Post,Mibila RHP,MOH,{8870AA1E-065F-45D1-801C-8BB71027FCA8},Mibila RHP,Copperbelt,102,Lufwanyama,102006,-12.6115900002,27.5504809996,2017-2018,"c(27.5504809995985, -12.6115900001783)"
621,Health Facility,Rural Health Post,Milopa RHP,MOH,{2C0010EC-BC56-4AEC-9087-3057083ADABD},Milopa RHP,Copperbelt,102,Lufwanyama,102006,-12.559984,27.6246899998,2017-2018,"c(27.6246899998437, -12.5599839999616)"
622,Health Facility,Rural Health Center,Mukumbo RHC,MOH,{9E3D1D6B-ECFA-481A-A1CF-A097A6197BE2},Mukumbo RHC,Copperbelt,102,Lufwanyama,102006,-13.2947589996,28.0792279996,2017-2018,"c(28.0792279995726, -13.2947589996281)"
623,Health Facility,Rural Health Center,Mukutuma RHC,MOH,{1B18FE60-1C8D-4896-BF49-494DCC77DB4B},Mukutuma RHC,Copperbelt,102,Lufwanyama,102006,-13.0132339996,27.799954,2017-2018,"c(27.7999539999772, -13.0132339996493)"
624,Health Facility,Rural Health Center,Mushingashi RHC,MOH,{74825806-CCF6-4365-8328-6F3EA67877E7},Mushingashi RHC,Copperbelt,102,Lufwanyama,102006,-12.8553139998,27.0747829998,2017-2018,"c(27.0747829998356, -12.8553139998412)"
625,Health Facility,Rural Health Post,Nkana RHP,MOH,{C4BD5324-6E26-47DE-988E-93F4DA5C4F90},Nkana RHP,Copperbelt,102,Lufwanyama,102006,-12.8791190004,28.0908650002,2017-2018,"c(28.0908650002197, -12.8791190004414)"
626,Health Facility,Rural Health Center,Shimukunami RHC,MOH,{183E772D-90C3-4288-A354-A7A8970921F7},Shimukunami RHC,Copperbelt,102,Lufwanyama,102006,-12.8541049998,27.676762,2017-2018,"c(27.6767619999664, -12.8541049998458)"
627,Health Facility,Rural Health Center,St. Josephs Mission RHC,MOH,{1C05FAFC-27DE-4EE0-B362-22CD301D0522},St. Josephs Mission RHC,Copperbelt,102,Lufwanyama,102006,-12.8916180004,28.013264,2017-2018,"c(28.0132640000336, -12.8916180003704)"
628,Health Facility,Rural Health Center,St Mary'S RHC,MOH,{0BEA57F0-6D14-47B7-A268-E6F551053925},St Mary'S RHC,Copperbelt,102,Lufwanyama,102006,-12.893989,27.3706009997,2017-2018,"c(27.3706009997364, -12.8939889999923)"
629,Health Facility,Rural Health Post,Kashininkisha RHP,MOH,{5E9CB29B-78F1-4669-B990-45E9C0F6EC4F},Kashininkisha RHP,Copperbelt,102,Lufwanyama,102006,-12.8951109996,27.5790430001,2017-2018,"c(27.5790430001344, -12.8951109995729)"
630,Health Facility,Rural Health Post,Bangwe RHP,MOH,{38A6C904-E8EA-4CD6-AF8E-C92D5F9E1B9B},Bangwe RHP,Copperbelt,102,Masaiti,102007,-13.2053109999,28.8081629997,2017-2018,"c(28.8081629997227, -13.2053109999027)"
631,Health Facility,Rural Health Center,Chikumbi RHC,MOH,{A047EEE2-9422-4F4E-9567-A0BD366F94F1},Chikumbi RHC,Copperbelt,102,Masaiti,102007,-12.8751279999,28.6550159997,2017-2018,"c(28.6550159996887, -12.8751279998573)"
632,Health Facility,Rural Health Center,Chilese RHC,MOH,{0107EE6F-A06A-4D3C-8584-D8F2C0E2AE1A},Chilese RHC,Copperbelt,102,Masaiti,102007,-13.5592510001,28.6750960003,2017-2018,"c(28.6750960002802, -13.5592510001335)"
633,Health Facility,Rural Health Center,Chinondo RHC,MOH,{9160AC41-25DB-455E-9973-3EC7123D8A5D},Chinondo RHC,Copperbelt,102,Masaiti,102007,-13.4393740001,28.5213990001,2017-2018,"c(28.5213990000639, -13.43937400011)"
634,Health Facility,Rural Health Post,Chiwala RHP,MOH,{53C6F831-D0D0-4870-9CFC-8B90BC60DEAB},Chiwala RHP,Copperbelt,102,Masaiti,102007,-13.0093169998,28.7212600004,2017-2018,"c(28.7212600004487, -13.0093169997797)"
635,Health Facility,Rural Health Center,Chondwe RHC,MOH,{D5532DBD-95E2-4347-B53D-35CDC63DC79E},Chondwe RHC,Copperbelt,102,Masaiti,102007,-13.1696969997,28.780575,2017-2018,"c(28.7805750000363, -13.1696969997167)"
636,Health Facility,Rural Health Center,Fiwale RHC,MOH,{FB7CB16F-E867-4334-9336-78A569A4CD6D},Fiwale RHC,Copperbelt,102,Masaiti,102007,-13.2084709999,28.7175229999,2017-2018,"c(28.7175229998866, -13.2084709999367)"
637,Health Facility,Rural Health Center,Kafulafuta Grz RHC,MOH,{3D5F1DED-5D1A-4B1F-8600-3085C4A5C4EE},Kafulafuta Grz RHC,Copperbelt,102,Masaiti,102007,-13.3355219998,28.569547,2017-2018,"c(28.5695469999941, -13.3355219998404)"
638,Health Facility,Rural Health Center,Kafulafuta Mission RHC,MOH,{0DE97651-9931-4235-A6F3-7336D4D6E941},Kafulafuta Mission RHC,Copperbelt,102,Masaiti,102007,-13.2544400001,28.3294700003,2017-2018,"c(28.3294700003403, -13.2544400001059)"
639,Health Facility,Rural Health Center,Kaloko RHC,MOH,{C0880914-73E5-45AE-9A98-D0A2ED4C274B},Kaloko RHC,Copperbelt,102,Masaiti,102007,-13.5528590003,28.525279,2017-2018,"c(28.5252790000259, -13.5528590003426)"
640,Health Facility,Rural Health Center,Kambowa RHC,MOH,{32836F0B-7E86-4C0A-A55C-470813273707},Kambowa RHC,Copperbelt,102,Masaiti,102007,-13.1060619997,28.8012409998,2017-2018,"c(28.8012409997723, -13.1060619996615)"
641,Health Facility,Rural Health Post,Kamifungo RHP,MOH,{05A86F9C-106A-4978-A2D7-6DA9ED6DA399},Kamifungo RHP,Copperbelt,102,Masaiti,102007,-13.2139580003,28.2036129997,2017-2018,"c(28.2036129997402, -13.2139580002615)"
642,Health Facility,Rural Health Center,Kashitu RHC,MOH,{97B2D679-988D-4CAB-B8BD-80CB4EA39996},Kashitu RHC,Copperbelt,102,Masaiti,102007,-13.6821029998,28.664306,2017-2018,"c(28.664306000022, -13.6821029997536)"
643,Health Facility,Rural Health Post,Katonto RHP,MOH,{1A82FDA8-FDA5-4C3E-939F-6D1568E7D06A},Katonto RHP,Copperbelt,102,Masaiti,102007,-13.4738360002,28.9798110004,2017-2018,"c(28.9798110003774, -13.4738360002312)"
644,Health Facility,Rural Health Post,Lupiya RHP,MOH,{B03D964E-7A61-41B9-AD1C-1C84ABD12CC5},Lupiya RHP,Copperbelt,102,Masaiti,102007,-13.01057,28.8105999997,2017-2018,"c(28.8105999996903, -13.0105700000054)"
645,Health Facility,Rural Health Center,Masaiti Boma Clinic RHC,MOH,{84BDB36B-B239-41DE-8A2E-31825B1F68C3},Masaiti Boma Clinic RHC,Copperbelt,102,Masaiti,102007,-13.321641,28.415361999800002,2017-2018,"c(28.4153619997566, -13.3216410000321)"
646,Health Facility,Rural Health Center,Masaiti Council Clinic RHC,MOH,{8938F854-D611-400E-BEF6-E08E35C262B6},Masaiti Council Clinic RHC,Copperbelt,102,Masaiti,102007,-13.2596579997,28.4056230003,2017-2018,"c(28.4056230003013, -13.2596579997169)"
647,Health Facility,Hospital,Masaiti Dis Hospital,MOH,{A8D07B31-86DC-47AC-87C1-018144FE4F74},Masaiti Dis Hospital,Copperbelt,102,Masaiti,102007,-13.3340809999,28.6878090002,2017-2018,"c(28.6878090001853, -13.3340809999381)"
648,Health Facility,Rural Health Post,Matipa RHP,MOH,{46B50DB9-918E-4402-8D94-536024E7AD24},Matipa RHP,Copperbelt,102,Masaiti,102007,-13.468156,28.6740040003,2017-2018,"c(28.6740040002844, -13.4681559999993)"
649,Health Facility,Rural Health Post,Michinka RHP,MOH,{39000AB4-1805-48E5-BC37-2CCCAAAD14CB},Michinka RHP,Copperbelt,102,Masaiti,102007,-13.4144609997,28.6193519999,2017-2018,"c(28.6193519998949, -13.4144609996753)"
650,Health Facility,Rural Health Center,Miengwe RHC,MOH,{4FB899C7-31C4-4475-B5EB-534BE021DC4B},Miengwe RHC,Copperbelt,102,Masaiti,102007,-13.4485600001,28.7360239996,2017-2018,"c(28.7360239996079, -13.4485600001439)"
651,Health Facility,Rural Health Post,Miputu RHP,MOH,{43932BA6-CABC-467F-BE7B-8187CF788751},Miputu RHP,Copperbelt,102,Masaiti,102007,-13.2033860002,28.2841939998,2017-2018,"c(28.2841939997533, -13.2033860001637)"
652,Health Facility,Rural Health Center,Mishikishi RHC,MOH,{F97B6A13-5DF7-454C-816C-B6C00FEFBB7E},Mishikishi RHC,Copperbelt,102,Masaiti,102007,-13.3842420001,28.6795519998,2017-2018,"c(28.679551999825, -13.3842420000682)"
653,Health Facility,Rural Health Post,Mukolwe RHP,MOH,{F644EC52-2D36-486E-ACAA-D14C848A5812},Mukolwe RHP,Copperbelt,102,Masaiti,102007,-13.1840780001,28.5979519996,2017-2018,"c(28.5979519995852, -13.1840780000996)"
654,Health Facility,Rural Health Center,Mupapa RHC,MOH,{23AC0426-2176-4C87-AF68-569FF85C0832},Mupapa RHC,Copperbelt,102,Masaiti,102007,-13.2969970003,28.7015780002,2017-2018,"c(28.7015780002246, -13.2969970003113)"
655,Health Facility,Rural Health Center,Mutaba RHC,MOH,{B41549D0-2DC6-44C1-88FE-5CE3DBB9C6FF},Mutaba RHC,Copperbelt,102,Masaiti,102007,-13.2963540003,28.8273149998,2017-2018,"c(28.8273149997875, -13.2963540003368)"
656,Health Facility,Rural Health Center,Njelemani RHC,MOH,{DAF8CB28-AECC-4E78-8C0B-426E200FED7F},Njelemani RHC,Copperbelt,102,Masaiti,102007,-12.9751899998,28.7357139997,2017-2018,"c(28.7357139997014, -12.9751899998186)"
657,Health Facility,Rural Health Post,Silangwa RHP,MOH,{0EC5ED81-8FC5-4024-BF39-9BF9836BBC07},Silangwa RHP,Copperbelt,102,Masaiti,102007,-13.4833550003,28.7996629998,2017-2018,"c(28.7996629998476, -13.4833550003329)"
658,Health Facility,Rural Health Post,Butikili RHP,MOH,{090FF660-875C-4B93-8F2C-7A3DB64726B2},Butikili RHP,Copperbelt,102,Mpongwe,102008,-13.4266899997,28.3843959999,2017-2018,"c(28.3843959998756, -13.4266899997436)"
659,Health Facility,Rural Health Post,Chibuli RHP,MOH,{CA5069BF-C728-4264-B52C-A6A4F714F8C9},Chibuli RHP,Copperbelt,102,Mpongwe,102008,-13.395297,28.3356090002,2017-2018,"c(28.3356090001553, -13.3952969999565)"
660,Health Facility,Rural Health Post,Chisanga RHP,MOH,{8989C8BA-3856-4266-A8F7-34ACEDC94033},Chisanga RHP,Central,101,Ngabwe,101010,-13.8320190001,27.8366549999,2017-2018,"c(27.8366549999283, -13.8320190000767)"
661,Health Facility,Rural Health Post,Chisapa RHP,MOH,{60273A11-7282-4178-A8A5-CC952D04BC25},Chisapa RHP,Copperbelt,102,Masaiti,102007,-13.6734560003,28.5040719996,2017-2018,"c(28.5040719996231, -13.6734560002942)"
